,place_id,name,main_category,phone,website,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code,coordinates,lat,lng,House_number,Street,Ward,District,City,progress
10,ChIJx9-d3vMvdTER_iyWhm_5j60,Refined Saigon - Coffee & Cocktails,Quán bar cocktail,+84 778 889 972,https://www.facebook.com/refinedsaigon,"Refined Saigon - Coffee & Cocktails, 14 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","Phường Nguyễn Thái Bình, Quận 1",14 Tôn Thất Đạm,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.769587399999999,106.7040699",10.769587399999999,106.7040699,14G,Đường Tôn Thất Đạm,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
11,ChIJwaQ8wAwvdTERqbGUjwId7m4,MK Kitchen & Bar,Bar & Grill,+84 901 883 159,https://www.facebook.com/MK.KitchenandBar,"MK Kitchen & Bar, 320 Đ. Bến Vân Đồn, Phường 2, Quận 4, Thành phố Hồ Chí Minh 700000, Việt Nam","Phường 2, Quận 4",320 Đ. Bến Vân Đồn,Thành phố Hồ Chí Minh,700000.0,"Quận 4, Thành phố Hồ Chí Minh",VN,"10.7580349,106.6935433",10.7580349,106.6935433,6,Hẻm 324 Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
12,ChIJ-xNvRUgvdTEROOmnFw7o4-U,EMPIRE MUSIC | QUÁN BAR QUẬN 1,Quán bar,+84 939 100 888,http://empiremusic.vn/,"EMPIRE MUSIC | QUÁN BAR QUẬN 1, 8 Nguyễn Văn Tráng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",8 Nguyễn Văn Tráng,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7699699,106.6924947",10.7699699,106.6924947,8BIS,Đường Nguyễn Văn Tráng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True
13,ChIJBfD1zBcvdTER4mL1sRTuZdk,Happy Bar,Quán bar,+84 933 718 268,https://www.facebook.com/profile.php%3Fid%3D100063560404762,"Happy Bar, 41 Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",41 Đỗ Quang Đẩu,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7668839,106.6907999",10.7668839,106.6907999,434A,Hẻm 39 Đỗ Quang Đẩu,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
14,ChIJBfD1zBcvdTER4mL1sRTuZdk,Happy Bar,Quán bar,+84 933 718 268,https://www.facebook.com/profile.php?id=100063560404762,"Happy Bar, 41 Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",41 Đỗ Quang Đẩu,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7668839,106.6907999",10.7668839,106.6907999,434A,Hẻm 39 Đỗ Quang Đẩu,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
15,ChIJR43HJUQvdTERiPV-MtJDFlU,R Bar,Quán bar,+84 28 3822 0033,https://www.marriott.com/hotels/hotel-information/restaurant/sgnbr-renaissance-riverside-hotel-saigon/,"R Bar, 15 Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",15 Đ. Tôn Đức Thắng,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.774577299999999,106.70622739999999",10.774577299999999,106.70622739999999,1,Đường Ngô Đức Kế,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
16,ChIJQcuRXT0vdTERTbe-LMiBIIo,The Wellington Bistro,Bar & Grill,+84 913 870 870,http://wellingtonbistro.com/,"The Wellington Bistro, 52 Đ. 14A, Khu cư xá ngân hàng, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam","Khu cư xá ngân hàng, Quận 7",52 Đ. 14A,Thành phố Hồ Chí Minh,700000.0,"Quận 7, Thành phố Hồ Chí Minh",VN,"10.749422,106.7180396",10.749422,106.7180396,26A,Hẻm 10 Đường 14A,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,True
17,ChIJadPxv1wvdTERm10HPYeJ7O8,Whisper Bar & Lounge,Quán bar cocktail,+84 914 391 171,https://saigon.newworldhotels.com/en/dining/the-lounge/,"Whisper Bar & Lounge, 76 Đ. Lê Lai, Tầng trệt, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","Tầng trệt, Quận 1",76 Đ. Lê Lai,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7709405,106.69442149999999",10.7709405,106.69442149999999,,Đường Phạm Hồng Thái,Phường Bến Thành,Quận 1,Hồ Chí Minh,True
18,ChIJm7QvTtgvdTERlQNojHEVQYs,SIKO Cocktail Bar,Quán bar cocktail,+84 588 888 648,https://www.facebook.com/sikococktail/,"SIKO Cocktail Bar, 120 Đ. Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",120 Đ. Cống Quỳnh,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7652591,106.6903129",10.7652591,106.6903129,120,Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True
19,ChIJXRaYoUEvdTERKREXSXS8tOg,Snuffbox,Quán bar cocktail,,,"Snuffbox, 14 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Nguyễn Thái Bình, Quận 1",14 Tôn Thất Đạm,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.76961,106.704157",10.76961,106.704157,14A,Đường Tôn Thất Đạm,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
20,ChIJFfFmYIAvdTER_5YuVWU1zDc,Oslo Club,Quán bar,+84 937 031 177,,"Oslo Club, 38 Đ. Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Nguyễn Thái Bình, Quận 1",38 Đ. Nam Kỳ Khởi Nghĩa,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.769544,106.70193499999999",10.769544,106.70193499999999,,Đường Nam Kỳ Khởi Nghĩa,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
21,ChIJ88H6YkUvdTERR0Ccr_U9OAs,Faham Lounge,Quán bar cocktail,,,"Faham Lounge, 20 Đ. Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","Phường Nguyễn Thái Bình, Quận 1",20 Đ. Nguyễn Công Trứ,Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7702142,106.7041694",10.7702142,106.7041694,22,Đường Nguyễn Công Trứ,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
22,ChIJd0lFsUgvdTERGfkT1sfh_Oo,Dailo's kitchen and bar,Nhà hàng,+84 28 3823 6999,,"Dailo's kitchen and bar, 192 Đ. Võ Văn Kiệt, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","Phường Cầu Ông Lãnh, Quận 1",192 Đ. Võ Văn Kiệt,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.764312499999999,106.69811899999999",10.764312499999999,106.69811899999999,190,Đường Võ Văn Kiệt,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,True
23,ChIJiS0VBEcvdTERhN_qF-8FMEo,Rex Hotel Garden Bar,Quán bar,+84 28 3829 2185,,"Rex Hotel Garden Bar, 141 Đ. Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","Bến Nghé, Quận 1",141 Đ. Nguyễn Huệ,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7754709,106.7016738",10.7754709,106.7016738,,Đường Nguyễn Huệ,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
24,ChIJ3VEPBUQvdTER5I8U7RLPlJU,Breeze Sky Bar,Quán bar,+84 28 3829 5514,,"Breeze Sky Bar, 1 Đ. Đồng Khởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",1 Đ. Đồng Khởi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7730436,106.7062459",10.7730436,106.7062459,1,Đường Đồng Khởi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
25,ChIJM1Hs45gldTERVscl6jCyF6M,Jazz Bar,Quán bar ca nhạc trực tiếp,+84 903 999 086,,"Jazz Bar, tòa nhà Sarimi, khu đô thị Sala, Quận 2, Việt Nam","khu đô thị Sala, Quận 2",tòa nhà Sarimi,Thành phố Hồ Chí Minh,,"Quận 2, Thành phố Hồ Chí Minh",VN,"10.771494299999999,106.7242045",10.771494299999999,106.7242045,A1,Đường D9,Phường An Lợi Đông,Thủ Đức,Hồ Chí Minh,True
26,ChIJEYrBBRYvdTER6aMkYLoE9U4,Champion Sports Bar,Quán bar,+84 938 517 007,,"Champion Sports Bar, 3-5-7-9 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",3-5-7-9 Đ. Bùi Viện,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7675362,106.6944377",10.7675362,106.6944377,7,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
27,ChIJgyD2Q4AvdTERhkBIhXbUAmU,Happy Life Bar,Quán bar,,,"Happy Life Bar, 185 Đ. Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",185 Đ. Đề Thám,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.767209,106.693928",10.767209,106.693928,,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
28,ChIJb26cP-IvdTERpCFeOZxz8tk,ROOTY BAR,Quán bar cocktail,+84 903 178 268,,"ROOTY BAR, 6-8, Hồ Huấn Nghiệp, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1","6-8, Hồ Huấn Nghiệp",Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7748934,106.7052435",10.7748934,106.7052435,39729,Hẻm Số 10 Hồ Huân Nghiệp,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
29,ChIJj0c44J8vdTERWO16WSHuVPI,Léon Bar,Quán bar,,,"Léon Bar, 112 Đ. Hồ Tùng Mậu, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",112 Đ. Hồ Tùng Mậu,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.773100999999999,106.703491",10.773100999999999,106.703491,,,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
30,ChIJNWw_zSUvdTER8UNqENbORKw,Knock Knock Restaurant & Bar,Quán bar,,,"Knock Knock Restaurant & Bar, 136 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",136 Đ. Bùi Viện,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.766888,106.6925459",10.766888,106.6925459,,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
31,ChIJc7xvI0AvdTERKSVW4VT8v6k,L'été Bar Saigon,Quán bar,,,"L'été Bar Saigon, 42/7 Hồ Hảo Hớn, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","P. Phú Thuận, Quận 1",42/7 Hồ Hảo Hớn,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7618975,106.6924871",10.7618975,106.6924871,12,Hẻm 42 Hồ Hảo Hớn,Phường Cô Giang,Quận 1,Hồ Chí Minh,True
32,ChIJvbCUOB0vdTERFeasjreYR9I,Maya Bar & Lougne,Quán bar,,,"Maya Bar & Lougne, 59 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",59 Đ. Bùi Viện,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7669447,106.6932542",10.7669447,106.6932542,,Hẻm 57 Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
33,ChIJ7ykXriIvdTERQa6B_kX4IgU,HACHI - BEE Bar,Quán bar,,,"HACHI - BEE Bar, 8a/g4 Thái Văn Lung, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",8a/g4 Thái Văn Lung,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.779152999999999,106.705339",10.779152999999999,106.705339,G3,Hẻm Số 8A Thái Văn Lung,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
34,ChIJU2dvTHgvdTERk9JaOyKhqZw,Rustic Bar,Quán bar,+84 765 092 310,,"Rustic Bar, 76 Pasteur, street, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","street, Quận 1",76 Pasteur,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.771875999999999,106.70226199999999",10.771875999999999,106.70226199999999,74,Đường Pasteur,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
35,ChIJTa89k0UvdTERE7NyNXuKzvc,May Mắn 159 (Lucky Bar),Quán bar,+84 328 191 078,,"May Mắn 159 (Lucky Bar), 159 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",159 Đ. Bùi Viện,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.766268199999999,106.6915447",10.766268199999999,106.6915447,157,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
36,ChIJVVD20Y4vdTER5M8w26oDVIs,Kelly Bar,Quán bar,+84 938 730 747,,"Kelly Bar, 94 Hàm Nghi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",94 Hàm Nghi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.771205,106.70290899999999",10.771205,106.70290899999999,,Đường Hàm Nghi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
37,ChIJld5dGT4vdTERgBx1Q_eeSpY,Happy Hour Lucky Bar,Quán bar,,,"Happy Hour Lucky Bar, 159 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",159 Đ. Bùi Viện,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.768065,106.69511",10.768065,106.69511,161,Đường Nguyễn Thái Học,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
38,ChIJh3ShwMMvdTERiFH2XAfCUVs,N20 bar,Quán bar,,,"N20 bar, 50 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Nguyễn Thái Bình, Quận 1",50 Tôn Thất Đạm,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7704072,106.7037318",10.7704072,106.7037318,44,Đường Tôn Thất Đạm,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
39,ChIJRRRy14gvdTERilbHwPMtW7E,Binh Voi Bar,Quán bar,+84 903 463 615,,"Binh Voi Bar, 39/10 Mạc Thị Bưởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",39/10 Mạc Thị Bưởi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7750489,106.70504299999999",10.7750489,106.70504299999999,12,Hẻm 39 Mạc Thị Bưởi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
40,ChIJ7WqCUN4vdTERHm_LSb4OloA,Q Bar,Quán bar,+84 917 091 216,,"Q Bar, 175/16 Đ. Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Phạm Ngũ Lão, Quận 1",175/16 Đ. Phạm Ngũ Lão,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7683723,106.69419699999999",10.7683723,106.69419699999999,,Hẻm 28 Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
41,ChIJb59BF8QvdTERw6hbdrmbKmQ,Dab Bub Bar 420,Quán bar có bán thuốc lá,+84 888 710 420,,"Dab Bub Bar 420, Đ. Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","Phường Nguyễn Cư Trinh, Quận 1",Đ. Nguyễn Văn Cừ,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7593479,106.6840928",10.7593479,106.6840928,162A,Đường Nguyễn Văn Cừ,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True
42,ChIJce1dUJgvdTERt-bo8SLasWU,CATEE BAR,Quán bar tiếp viên nữ,+84 906 679 953,,"CATEE BAR, 48 Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",48 Pasteur,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.771386999999999,106.70239799999999",10.771386999999999,106.70239799999999,48,Đường Pasteur,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
43,ChIJdwnZkUYvdTERv0fvJFecR0I,Wine Bar 38.Dong Khoi,Quán bar,,,"Wine Bar 38.Dong Khoi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Bến Nghé, Quận 1",,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7746108,106.7047959",10.7746108,106.7047959,91-69,Đường Đồng Khởi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
44,ChIJ8TOC-HsvdTERJhs18GaFf8Q,Tab Tab Bar,Quán bar,,,"Tab Tab Bar, 45 Đ. Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Phường Nguyễn Thái Bình, Quận 1",45 Đ. Nam Kỳ Khởi Nghĩa,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7700021,106.7013739",10.7700021,106.7013739,7,,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
45,ChIJ7UwJojYvdTER5KrIWqEODIg,Autonomy Bar,Quán bar,,,"Autonomy Bar, 132 Đ. Bến Vân Đồn, Street, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","Street, Quận 4",132 Đ. Bến Vân Đồn,Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN,"10.763126999999999,106.6997365",10.763126999999999,106.6997365,,Đường Nguyễn Thái Học,Phường 6,Quận 4,Hồ Chí Minh,True
46,ChIJC4rs2xUvdTERpmRGDd5HiCA,La Passion Fine Wine Bar,Quán bar,,,"La Passion Fine Wine Bar, Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Cô Giang, Quận 1",,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7659223,106.69442939999999",10.7659223,106.69442939999999,,Đường Đề Thám,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,True
